   BENCHMARK INFORMATION
Ultimate
benchmark definition:    benchmark-defs/Ultimate.xml
name:                    Ultimate
run sets:                thesis-all
date:                    Mon, 2023-04-17 20:43:44 EDT
tool:                    Ultimate 0.2.3-863304a1
tool executable:         /home/rjf/fast/ultimate/UAutomizer-linux/Ultimate.py
options:
resource limits:
- time:                  900 s
hardware requirements:
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    louvre
os:                      Linux-5.4.0-146-generic-x86_64-with-glibc2.29
cpu:                     Intel Xeon CPU E5-1607 v3 @ 3.10GHz
- cores:                 4
- max frequency:         3100.0 MHz
ram:                     33594.343424000006 MB
------------------------------------------------------------



thesis-all
Run set 1 of 1 with options '' and propertyfile 'None'

inputfile                                                 status                       cpu time   wall time        host
recursive-simple/fibo_20-2.yml                            TIMEOUT                        238.84      181.01        None
recursive-simple/fibo_25-1.yml                            TIMEOUT                        244.83      181.01        None
recursive-simple/fibo_25-2.yml                            TIMEOUT                        243.83      181.00        None
recursive-simple/fibo_2calls_10-1.yml                     true                           222.32      147.51        None
recursive-simple/fibo_2calls_10-2.yml                     false(unreach-call)            124.32       71.49        None
recursive-simple/fibo_2calls_15-1.yml                     TIMEOUT                        250.88      181.00        None
recursive-simple/fibo_2calls_15-2.yml                     TIMEOUT                        248.15      181.01        None
recursive-simple/fibo_2calls_2-1.yml                      false(unreach-call)             13.28        5.35        None
recursive-simple/fibo_2calls_2-2.yml                      true                            17.79        7.19        None
recursive-simple/fibo_2calls_20-1.yml                     TIMEOUT                        253.40      181.01        None
recursive-simple/fibo_2calls_20-2.yml                     TIMEOUT                        252.03      181.01        None
recursive-simple/fibo_2calls_25-1.yml                     TIMEOUT                        254.76      181.00        None
recursive-simple/fibo_2calls_25-2.yml                     TIMEOUT                        253.83      181.01        None
recursive-simple/fibo_2calls_4-1.yml                      true                            32.33       13.40        None
recursive-simple/fibo_2calls_4-2.yml                      false(unreach-call)             25.62       10.54        None
recursive-simple/fibo_2calls_5-1.yml                      true                            43.74       17.81        None
recursive-simple/fibo_2calls_5-2.yml                      false(unreach-call)             30.95       12.60        None
recursive-simple/fibo_2calls_6-1.yml                      true                            52.25       21.06        None
recursive-simple/fibo_2calls_6-2.yml                      false(unreach-call)             33.46       13.64        None
